only_variant,project_name,file_path,mode,leak_count,full_leak_count,partial_leak_count,cascade_leak_count,present_full,present_vanguard_lite
vanguard-lite,Pain351_ZKneP,Pain351_ZKneP\circuits\secure_login.circom,main,7,0,7,0,True,True
vanguard-lite,Pecunia-Labs_pecunia-tron,Pecunia-Labs_pecunia-tron\backend\zk\circuit3\circuits\sha256\main.circom,main,1,0,1,0,True,True
vanguard-lite,Portkey-Wallet_zkLogin-circuit,Portkey-Wallet_zkLogin-circuit\circuits\idHashMapping.circom,main,3,0,3,0,True,True
vanguard-lite,Poseidon-ZKP_Applied-ZKP-Workshop,Poseidon-ZKP_Applied-ZKP-Workshop\hello_zkp\simple_polynomial.circom,main,4,0,4,0,True,True
vanguard-lite,Poseidon-ZKP_Applied-ZKP-Workshop,Poseidon-ZKP_Applied-ZKP-Workshop\zkDApp\circuits\group.circom,main,2,0,2,0,True,True
vanguard-lite,Punith-KK_Kira,Punith-KK_Kira\circuits\key_generation\circuit.circom,main,1,0,1,0,True,True
vanguard-lite,Q8yi_TayQiYing_bdaf,Q8yi_TayQiYing_bdaf\zklab\example1\example1.circom,main,2,0,2,0,True,True
vanguard-lite,Q8yi_TayQiYing_bdaf,Q8yi_TayQiYing_bdaf\zklab\example2\example2.circom,main,2,0,2,0,True,True
vanguard-lite,RAJIV81205_X-Ramp,RAJIV81205_X-Ramp\circuits\deposit_proof.circom,main,8,0,8,0,True,True
vanguard-lite,RAJIV81205_X-Ramp,RAJIV81205_X-Ramp\circuits\inr_transfer_proof.circom,main,5,0,5,0,True,True
vanguard-lite,RAJIV81205_X-Ramp,RAJIV81205_X-Ramp\circuits\withdrawal_proof.circom,main,2,0,2,0,True,True
vanguard-lite,RippnerLabs_cloak-minster-ballot,RippnerLabs_cloak-minster-ballot\circom\vote.circom,main,6,0,6,0,True,True
vanguard-lite,SDABIS_SINF_ZK,SDABIS_SINF_ZK\circuitos\1_solo_pertenencia\circuit.circom,main,2,0,2,0,True,True
vanguard-lite,Sarkoxed_zk-circuit-verification,Sarkoxed_zk-circuit-verification\circom-verification\circuits\test\main.circom,main,2,0,2,0,True,True
vanguard-lite,Schreezer_ZK_AgeVerification,Schreezer_ZK_AgeVerification\mock-implementation\simple.circom,main,2,0,2,0,True,True
vanguard-lite,Se7en-Seas_circom-mangoes,Se7en-Seas_circom-mangoes\circuits\multiplier2.circom,main,2,0,2,0,True,True
vanguard-lite,Se7en-Seas_circom-mangoes,Se7en-Seas_circom-mangoes\circuits\vedaMerkleTree.circom,main,2,0,2,0,True,True
vanguard-lite,SealevelStudio_SealevelStudio,SealevelStudio_SealevelStudio\zk-circuit\beta-tester-circuit-clean.circom,main,4,0,4,0,True,True
vanguard-lite,SealevelStudio_SealevelStudio,SealevelStudio_SealevelStudio\zk-circuit\beta-tester-circuit.circom,main,4,0,4,0,True,True
vanguard-lite,Shigeo1042_Issuer-Hiding,Shigeo1042_Issuer-Hiding\crypto_docknet\legogroth16\test-vectors\circuits\division.circom,main,2,0,2,0,True,True
vanguard-lite,Shigeo1042_Issuer-Hiding,Shigeo1042_Issuer-Hiding\crypto_docknet\legogroth16\test-vectors\circuits\multiply2.circom,main,2,0,2,0,True,True
vanguard-lite,Shigeo1042_Issuer-Hiding,Shigeo1042_Issuer-Hiding\crypto_docknet\legogroth16\test-vectors\circuits\multiply2_bounded.circom,main,2,0,2,0,True,True
vanguard-lite,Shigeo1042_Issuer-Hiding,Shigeo1042_Issuer-Hiding\crypto_docknet\legogroth16\test-vectors\circuits\test2.circom,main,2,0,2,0,True,True
vanguard-lite,Shigeo1042_Issuer-Hiding,Shigeo1042_Issuer-Hiding\crypto_docknet\proof_system\tests\r1cs\circom\circuits\multiply2.circom,main,2,0,2,0,True,True
vanguard-lite,Sindri-Labs_sindri-resources,Sindri-Labs_sindri-resources\circuit_database\circom\multiplier2\circuit.circom,main,2,0,2,0,True,True
vanguard-lite,Sindri-Labs_sindri-resources,Sindri-Labs_sindri-resources\circuit_database\circom\multiplier2_key_upload\multiplier2.circom,main,2,0,2,0,True,True
vanguard-lite,Sindri-Labs_sindri-resources,Sindri-Labs_sindri-resources\circuit_tutorials\circom\food_ml\circuit\circuit.circom,main,5,0,5,0,True,True
vanguard-lite,Smitbafna_ZK-AgentMesh,Smitbafna_ZK-AgentMesh\circuits\ZKAgentVerificationOrchestrator.circom,main,21,0,21,0,True,True
vanguard-lite,Teycir_ZkPatternFuzz,Teycir_ZkPatternFuzz\circuits\mock_nullifier.circom,main,2,0,2,0,True,True
vanguard-lite,Teycir_ZkPatternFuzz,Teycir_ZkPatternFuzz\tests\circuits\multiplier.circom,main,2,0,2,0,True,True
vanguard-lite,Teycir_ZkPatternFuzz,Teycir_ZkPatternFuzz\tests\datasets\circuit_gen\semantic_source.no_intent.sample.circom,main,3,0,3,0,True,True
vanguard-lite,Teycir_ZkPatternFuzz,Teycir_ZkPatternFuzz\tests\datasets\circuit_gen\semantic_source.sample.circom,main,2,0,2,0,True,True
vanguard-lite,Teycir_ZkPatternFuzz,Teycir_ZkPatternFuzz\tests\ground_truth\chains\mode123_smoke\mode123_chain_step1.circom,main,2,0,2,0,True,True
vanguard-lite,Teycir_ZkPatternFuzz,Teycir_ZkPatternFuzz\tests\ground_truth\chains\mode123_smoke\mode123_main.circom,main,2,0,2,0,True,True
vanguard-lite,VersoriumX_Remix-Project-X,VersoriumX_Remix-Project-X\apps\circuit-compiler\src\example\simple.circom,main,2,0,2,0,True,True
vanguard-lite,VersoriumX_Remix-Project-X,VersoriumX_Remix-Project-X\libs\remix-ws-templates\src\templates\semaphore\circuits\simple.circom,main,2,0,2,0,True,True
vanguard-lite,WasinYokk_OTC,WasinYokk_OTC\circomlib-master\circuits\sha256\main.circom,main,1,0,1,0,True,True
vanguard-lite,WasinYokk_OTC,WasinYokk_OTC\circomlib-master\test\circuits\binsub_test.circom,main,2,0,2,0,True,True
vanguard-lite,WasinYokk_OTC,WasinYokk_OTC\circomlib-master\test\circuits\escalarmul_min_test.circom,main,1,0,1,0,True,True
vanguard-lite,WasinYokk_OTC,WasinYokk_OTC\circomlib-master\test\circuits\escalarmul_test.circom,main,1,0,1,0,True,True
vanguard-lite,WasinYokk_OTC,WasinYokk_OTC\circomlib-master\test\circuits\escalarmul_test_min.circom,main,1,0,1,0,True,True
vanguard-lite,WasinYokk_OTC,WasinYokk_OTC\circomlib-master\test\circuits\escalarmulfix_test.circom,main,1,0,1,0,True,True
vanguard-lite,WasinYokk_OTC,WasinYokk_OTC\circomlib-master\test\circuits\mux1_1.circom,main,1,0,1,0,True,True
vanguard-lite,WasinYokk_OTC,WasinYokk_OTC\circomlib-master\test\circuits\mux2_1.circom,main,1,0,1,0,True,True
vanguard-lite,WasinYokk_OTC,WasinYokk_OTC\circomlib-master\test\circuits\mux3_1.circom,main,1,0,1,0,True,True
vanguard-lite,WasinYokk_OTC,WasinYokk_OTC\circomlib-master\test\circuits\mux4_1.circom,main,1,0,1,0,True,True
vanguard-lite,WasinYokk_OTC,WasinYokk_OTC\circomlib-master\test\circuits\sha256_2_test.circom,main,2,0,2,0,True,True
vanguard-lite,WasinYokk_OTC,WasinYokk_OTC\circomlib-master\test\circuits\sum_test.circom,main,2,0,2,0,True,True
vanguard-lite,ZkBlind_ZkBlindNextJs,ZkBlind_ZkBlindNextJs\circuits\multiplier2\Multiplier2.circom,main,2,0,2,0,True,True
vanguard-lite,ZkBlind_ZkBlindNextJs,ZkBlind_ZkBlindNextJs\circuits\simple_multiplier\simple_multiplier.circom,main,1,0,1,0,True,True
vanguard-lite,ZpokenWeb3_panther,ZpokenWeb3_panther\contracts\test\protocol\data\circuits\addition.circom,main,2,0,2,0,True,True
vanguard-lite,Zyra-V21_ZKUzumaki,Zyra-V21_ZKUzumaki\circuits\example.circom,main,2,0,2,0,True,True
vanguard-lite,Zyra-V21_ZKUzumaki,Zyra-V21_ZKUzumaki\circuits\multiplier_fixed.circom,main,2,0,2,0,True,True
vanguard-lite,Zyra-V21_ZKUzumaki,Zyra-V21_ZKUzumaki\circuits\test_echo.circom,main,2,0,2,0,True,True
vanguard-lite,Zyra-V21_ZKUzumaki,Zyra-V21_ZKUzumaki\circuits\test_simple.circom,main,2,0,2,0,True,True
vanguard-lite,agnij-dutta_sigil,agnij-dutta_sigil\web3\circuits\core\aggregation\stats_aggregator.circom,main,6,0,6,0,True,True
vanguard-lite,agnij-dutta_sigil,agnij-dutta_sigil\web3\circuits\core\aggregation\time_aggregator.circom,main,7,0,7,0,True,True
vanguard-lite,agnij-dutta_sigil,agnij-dutta_sigil\web3\circuits\core\primitives\range_proof.circom,main,4,0,4,0,True,True
vanguard-lite,agnij-dutta_sigil,agnij-dutta_sigil\web3\circuits\credentials\collaboration_credential.circom,main,4,0,4,0,True,True
vanguard-lite,agnij-dutta_sigil,agnij-dutta_sigil\web3\circuits\credentials\consistency_credential.circom,main,2,0,2,0,True,True
vanguard-lite,agnij-dutta_sigil,agnij-dutta_sigil\web3\circuits\credentials\diversity_credential.circom,main,2,0,2,0,True,True
vanguard-lite,agnij-dutta_sigil,agnij-dutta_sigil\web3\circuits\credentials\language_credential.circom,main,2,0,2,0,True,True
vanguard-lite,agnij-dutta_sigil,agnij-dutta_sigil\web3\circuits\credentials\language_credential_simple.circom,main,4,0,4,0,True,True
vanguard-lite,agnij-dutta_sigil,agnij-dutta_sigil\web3\circuits\credentials\repository_credential.circom,main,15,0,15,0,True,True
vanguard-lite,aidenlippert_persona-chain,aidenlippert_persona-chain\circuits\academic\gpa_verification.circom,main,5,0,5,0,True,True
vanguard-lite,aidenlippert_persona-chain,aidenlippert_persona-chain\circuits\age_verification.circom,main,4,0,4,0,True,True
vanguard-lite,aidenlippert_persona-chain,aidenlippert_persona-chain\circuits\financial\income_verification.circom,main,5,0,5,0,True,True
vanguard-lite,aidenlippert_persona-chain,aidenlippert_persona-chain\circuits\government\age_verification.circom,main,5,0,5,0,True,True
vanguard-lite,aidenlippert_persona-chain,aidenlippert_persona-chain\circuits\income_threshold.circom,main,2,0,2,0,True,True
vanguard-lite,aidenlippert_persona-chain,aidenlippert_persona-chain\circuits\range_proof.circom,main,3,0,3,0,True,True
vanguard-lite,aidenlippert_persona-chain,aidenlippert_persona-chain\circuits\selective_disclosure.circom,main,6,0,6,0,True,True
vanguard-lite,aidenlippert_persona-chain,aidenlippert_persona-chain\circuits\simple_age_proof.circom,main,3,0,3,0,True,True
vanguard-lite,aidenlippert_persona-chain,aidenlippert_persona-chain\circuits\simple_income_proof.circom,main,2,0,2,0,True,True
vanguard-lite,akharawita_poc-zkf-dapp,akharawita_poc-zkf-dapp\circuits\simple_multiplier.circom,main,1,0,1,0,True,True
vanguard-lite,akharawita_poc-zkf-dapp,akharawita_poc-zkf-dapp\circuits\swap_multiplier.circom,main,2,0,2,0,True,True
vanguard-lite,alex-lindenbaum_battlesnark,alex-lindenbaum_battlesnark\circuits\boardID.circom,main,2,0,2,0,True,True
vanguard-lite,alexbabits_circom-puzzles,alexbabits_circom-puzzles\Equality\Equality.circom,main,1,0,1,0,True,True
vanguard-lite,alexbabits_circom-puzzles,alexbabits_circom-puzzles\IntDivOut\IntDivOut.circom,main,2,0,2,0,True,True
vanguard-lite,alexbabits_circom-puzzles,alexbabits_circom-puzzles\IntSqrt\IntSqrt.circom,main,1,0,1,0,True,True
vanguard-lite,alexbabits_circom-puzzles,alexbabits_circom-puzzles\MultiAND\MultiAND.circom,main,1,1,1,0,True,True
vanguard-lite,alexbabits_circom-puzzles,alexbabits_circom-puzzles\MultiOR\MultiOR.circom,main,1,1,1,0,True,True
vanguard-lite,alexbabits_circom-puzzles,alexbabits_circom-puzzles\NotEqual\NotEqual.circom,main,1,0,1,0,True,True
vanguard-lite,alexbabits_circom-puzzles,alexbabits_circom-puzzles\QuadraticEquation\QuadraticEquation.circom,main,5,0,5,0,True,True
vanguard-lite,alexbabits_circom-puzzles,alexbabits_circom-puzzles\Range\Range.circom,main,3,0,3,0,True,True
vanguard-lite,andrejrakic_circom-bootcamp-monorepo,andrejrakic_circom-bootcamp-monorepo\hw-04\zero-knowledge-puzzles\hw-07\Roots.circom,main,3,0,3,0,True,True
vanguard-lite,andrejrakic_circom-bootcamp-monorepo,andrejrakic_circom-bootcamp-monorepo\hw-04\zero-knowledge-puzzles\hw-11\Swap.circom,main,3,0,3,0,True,True
vanguard-lite,andrejrakic_circom-bootcamp-monorepo,andrejrakic_circom-bootcamp-monorepo\hw-08\BadExample.circom,main,2,0,2,0,True,True
vanguard-lite,badblood8_blockchain_ZKPs,badblood8_blockchain_ZKPs\circom\multiply.circom,main,2,0,2,0,True,True
vanguard-lite,beto-rocha-blockchain_EnerTradeZK,beto-rocha-blockchain_EnerTradeZK\circuits\GreaterEq.circom,main,2,0,2,0,True,True
vanguard-lite,beto-rocha-blockchain_EnerTradeZK,beto-rocha-blockchain_EnerTradeZK\circuits\balance_proof.circom,main,2,0,2,0,True,True
vanguard-lite,bunsenstraat_remix-desktop,bunsenstraat_remix-desktop\apps\circuit-compiler\src\example\simple.circom,main,2,0,2,0,True,True
vanguard-lite,bunsenstraat_remix-desktop,bunsenstraat_remix-desktop\libs\remix-ws-templates\src\templates\semaphore\circuits\simple.circom,main,2,0,2,0,True,True
vanguard-lite,burcu-yildiz_benchmarking-poseidon-and-hydra,burcu-yildiz_benchmarking-poseidon-and-hydra\zk-exps\hydra\hydra.circom,main,4,0,4,0,True,True
vanguard-lite,busyapedao_zksafebox-contract,busyapedao_zksafebox-contract\zk\circuits\sha256\main.circom,main,1,0,1,0,True,True
vanguard-lite,calnix_circom-notes,calnix_circom-notes\1. Multiply\multiply.circom,main,2,0,2,0,True,True
vanguard-lite,calnix_circom-notes,calnix_circom-notes\2. Multiply2\multiply2.circom,main,3,0,3,0,True,True
vanguard-lite,costa-group_circom_tests,costa-group_circom_tests\circomlib_original_2.0\circuits\sha256\main.circom,main,1,0,1,0,True,True
vanguard-lite,costa-group_circom_tests,costa-group_circom_tests\circomlib_original_2.0\test\binsub_test\binsub_test.circom,main,2,0,2,0,True,True
vanguard-lite,costa-group_circom_tests,costa-group_circom_tests\circomlib_original_2.0\test\escalarmul_min_test\escalarmul_min_test.circom,main,1,0,1,0,True,True
vanguard-lite,costa-group_circom_tests,costa-group_circom_tests\circomlib_original_2.0\test\escalarmul_test\escalarmul_test.circom,main,1,0,1,0,True,True
vanguard-lite,costa-group_circom_tests,costa-group_circom_tests\circomlib_original_2.0\test\escalarmul_test_min\escalarmul_test_min.circom,main,1,0,1,0,True,True
vanguard-lite,costa-group_circom_tests,costa-group_circom_tests\circomlib_original_2.0\test\escalarmulfix_test\escalarmulfix_test.circom,main,1,0,1,0,True,True
vanguard-lite,costa-group_circom_tests,costa-group_circom_tests\circomlib_original_2.0\test\mux1_1\mux1_1.circom,main,1,0,1,0,True,True
vanguard-lite,costa-group_circom_tests,costa-group_circom_tests\circomlib_original_2.0\test\mux2_1\mux2_1.circom,main,1,0,1,0,True,True
vanguard-lite,costa-group_circom_tests,costa-group_circom_tests\circomlib_original_2.0\test\mux3_1\mux3_1.circom,main,1,0,1,0,True,True
vanguard-lite,costa-group_circom_tests,costa-group_circom_tests\circomlib_original_2.0\test\mux4_1\mux4_1.circom,main,1,0,1,0,True,True
vanguard-lite,costa-group_circom_tests,costa-group_circom_tests\circomlib_original_2.0\test\sha256_2_test\sha256_2_test.circom,main,2,0,2,0,True,True
vanguard-lite,costa-group_circom_tests,costa-group_circom_tests\circomlib_original_2.0\test\sum_test\sum_test.circom,main,2,0,2,0,True,True
vanguard-lite,costa-group_circom_tests,costa-group_circom_tests\detecting_last_assignment\known_last\known_last_assignment_1_signal\known_last_assignment_1_signal.circom,main,2,0,2,0,True,True
vanguard-lite,costa-group_circom_tests,costa-group_circom_tests\detecting_last_assignment\known_last_array\known_last_assignment_1_mixed_array\known_last_assignment_1_mixed_array.circom,main,1,0,1,0,True,True
vanguard-lite,costa-group_circom_tests,costa-group_circom_tests\detecting_last_assignment\known_last_array\known_last_assignment_1_signal_array\known_last_assignment_1_signal_array.circom,main,2,0,2,0,True,True
vanguard-lite,costa-group_circom_tests,costa-group_circom_tests\detecting_last_assignment\known_last_array\known_last_assignment_1_signal_comp_array\known_last_assignment_1_signal_comp_array.circom,main,1,0,1,0,True,True
vanguard-lite,costa-group_circom_tests,costa-group_circom_tests\detecting_last_assignment\known_last_if\if_known_last_assignment_1_signal\if_known_last_assignment_1_signal.circom,main,2,0,2,0,True,True
vanguard-lite,costa-group_circom_tests,costa-group_circom_tests\detecting_last_assignment\known_last_if_array\if_known_last_assignment_1_mixed_array\if_known_last_assignment_1_mixed_array.circom,main,1,0,1,0,True,True
vanguard-lite,costa-group_circom_tests,costa-group_circom_tests\detecting_last_assignment\known_last_if_array\if_known_last_assignment_1_signal_array\if_known_last_assignment_1_signal_array.circom,main,2,0,2,0,True,True
vanguard-lite,costa-group_circom_tests,costa-group_circom_tests\detecting_last_assignment\known_last_if_array\if_known_last_assignment_1_signal_comp_array\if_known_last_assignment_1_signal_comp_array.circom,main,1,0,1,0,True,True
vanguard-lite,costa-group_circom_tests,costa-group_circom_tests\detecting_last_assignment\unknown_last_while\unknown_last_assignment_1_mixed\unknown_last_assignment_1_mixed.circom,main,1,0,1,0,True,True
vanguard-lite,costa-group_circom_tests,costa-group_circom_tests\detecting_last_assignment\unknown_last_while\unknown_last_assignment_1_signal\unknown_last_assignment_1_signal.circom,main,2,0,2,0,True,True
vanguard-lite,costa-group_circom_tests,costa-group_circom_tests\detecting_last_assignment\unknown_last_while_array\unknown_last_assignment_1_mixed_array\unknown_last_assignment_1_mixed_array.circom,main,1,0,1,0,True,True
vanguard-lite,costa-group_circom_tests,costa-group_circom_tests\detecting_last_assignment\unknown_last_while_array\unknown_last_assignment_1_signal_array\unknown_last_assignment_1_signal_array.circom,main,2,0,2,0,True,True
vanguard-lite,costa-group_circom_tests,costa-group_circom_tests\detecting_last_assignment\unknown_last_while_array\unknown_last_assignment_1_signal_comp_array\unknown_last_assignment_1_signal_comp.circom,main,1,0,1,0,True,True
vanguard-lite,costa-group_circom_tests,costa-group_circom_tests\detecting_last_assignment\unknown_last_while_array\unknown_last_assignment_1_signal_comp_array\unknown_last_assignment_1_signal_comp_array.circom,main,1,0,1,0,True,True
vanguard-lite,costa-group_circom_tests,costa-group_circom_tests\examples_parallel_component\ex1\ex1_non_parallel\ex1_non_parallel.circom,main,1,0,1,0,True,True
vanguard-lite,costa-group_circom_tests,costa-group_circom_tests\examples_parallel_component\ex1\ex1_parallel_component\ex1_parallel_component.circom,main,1,0,1,0,True,True
vanguard-lite,costa-group_circom_tests,costa-group_circom_tests\examples_parallel_component\ex1\ex1_parallel_template\ex1_parallel_template.circom,main,1,0,1,0,True,True
vanguard-lite,costa-group_circom_tests,costa-group_circom_tests\examples_parallel_component\ex2\no_parallel\ex1_non_parallel.circom,main,1,0,1,0,True,True
vanguard-lite,costa-group_circom_tests,costa-group_circom_tests\examples_parallel_component\ex2\no_parallel\no_parallel.circom,main,1,0,1,0,True,True
vanguard-lite,costa-group_circom_tests,costa-group_circom_tests\examples_parallel_component\ex2\parallel_component\ex1_parallel_component.circom,main,1,0,1,0,True,True
vanguard-lite,costa-group_circom_tests,costa-group_circom_tests\examples_parallel_component\ex2\parallel_component\parallel_component.circom,main,1,0,1,0,True,True
vanguard-lite,costa-group_circom_tests,costa-group_circom_tests\examples_parallel_component\ex2\parallel_template\ex1_parallel_template.circom,main,1,0,1,0,True,True
vanguard-lite,costa-group_circom_tests,costa-group_circom_tests\examples_parallel_component\ex2\parallel_template\parallel_template.circom,main,1,0,1,0,True,True
